,Unnamed: 0,artist_name,song_name,genres,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,is_pop,is_rock,is_jazz,is_soul,is_classical,is_electronic,is_dance,is_metal,is_disco,is_funk
0,0,"""Weird Al"" Yankovic",Amish Paradise,"['antiviral pop', 'comedy rock', 'comic']",0.738,0.532,8,-7.773,1,0.11699999999999999,0.0763,0.0,0.405,0.43200000000000005,82.117,4,1,1,0,0,0,0,0,0,0,0
1,1,"""Weird Al"" Yankovic",Headline News,"['antiviral pop', 'comedy rock', 'comic']",0.684,0.524,3,-9.383,1,0.023,0.33399999999999996,0.0017800000000000001,0.075,0.552,94.804,4,1,1,0,0,0,0,0,0,0,0
2,2,"""Weird Al"" Yankovic",Eat It,"['antiviral pop', 'comedy rock', 'comic']",0.767,0.8109999999999999,7,-8.548,1,0.0766,0.0866,0.0,0.0684,0.858,147.423,4,1,1,0,0,0,0,0,0,0,0
3,3,"""Weird Al"" Yankovic",Dare to Be Stupid,"['antiviral pop', 'comedy rock', 'comic']",0.705,0.9540000000000001,5,-10.708,0,0.0499,0.0418,0.00031800000000000003,0.311,0.557,108.09100000000001,4,1,1,0,0,0,0,0,0,0,0
4,4,10cc,Dreadlock Holiday,"['album rock', 'art rock', 'classic rock', 'dance rock', 'folk rock', 'glam rock', 'mellow gold', 'rock', 'soft rock', 'symphonic rock']",0.8440000000000001,0.385,7,-13.842,0,0.0624,0.34700000000000003,0.00033999999999999997,0.147,0.932,105.038,4,0,1,0,0,0,0,1,0,0,0
5,5,10cc,I'm Not In Love,"['album rock', 'art rock', 'classic rock', 'dance rock', 'folk rock', 'glam rock', 'mellow gold', 'rock', 'soft rock', 'symphonic rock']",0.38799999999999996,0.669,4,-10.949000000000002,1,0.0666,0.696,0.00281,0.293,0.23,133.507,4,0,1,0,0,0,0,1,0,0,0
6,6,10cc,The Things We Do for Love,"['album rock', 'art rock', 'classic rock', 'dance rock', 'folk rock', 'glam rock', 'mellow gold', 'rock', 'soft rock', 'symphonic rock']",0.501,0.514,1,-10.227,1,0.0716,0.32899999999999996,0.0,0.32,0.711,105.682,4,0,1,0,0,0,0,1,0,0,0
7,7,2 Brothers on the 4th Floor,Come Take My Hand,"['bubblegum dance', 'eurodance', 'europop', 'happy hardcore', 'hip house']",0.521,0.879,0,-4.829,1,0.0417,0.0018800000000000002,0.765,0.207,0.105,167.99,4,1,0,0,0,0,0,1,0,0,0
8,8,2 Brothers on the 4th Floor,Let Me Be Free,"['bubblegum dance', 'eurodance', 'europop', 'happy hardcore', 'hip house']",0.644,0.934,9,-5.209,0,0.0375,0.0032700000000000003,0.0947,0.0958,0.652,135.02700000000002,4,1,0,0,0,0,0,1,0,0,0
9,9,2 Unlimited,No Limit (extended),"['bubblegum dance', 'eurodance', 'europop', 'hip house']",0.628,0.9990000000000001,3,-6.572,1,0.0547,0.0036799999999999997,0.00451,0.0571,0.7609999999999999,141.04,4,1,0,0,0,0,0,1,0,0,0
10,10,2 Unlimited,Workaholic,"['bubblegum dance', 'eurodance', 'europop', 'hip house']",0.544,0.98,7,-7.672000000000001,1,0.0615,0.00147,0.16,0.32299999999999995,0.607,128.889,4,1,0,0,0,0,0,1,0,0,0
11,11,2 Unlimited,Maximum Overdrive,"['bubblegum dance', 'eurodance', 'europop', 'hip house']",0.5429999999999999,0.741,8,-13.109000000000002,1,0.0426,0.0018399999999999998,0.45799999999999996,0.259,0.529,154.02200000000002,4,1,0,0,0,0,0,1,0,0,0
12,12,2 Unlimited,No Limit,"['bubblegum dance', 'eurodance', 'europop', 'hip house']",0.652,0.9990000000000001,3,-6.659,1,0.0522,0.0109,0.000646,0.0533,0.637,141.056,4,1,0,0,0,0,0,1,0,0,0
13,13,2 Unlimited,Twilight Zone,"['bubblegum dance', 'eurodance', 'europop', 'hip house']",0.7,0.99,3,-7.559,0,0.0499,0.0873,0.0021100000000000003,0.151,0.77,127.884,4,1,0,0,0,0,0,1,0,0,0
14,14,2 Unlimited,Let the Beat Control Your Body,"['bubblegum dance', 'eurodance', 'europop', 'hip house']",0.655,0.9990000000000001,1,-10.28,1,0.0579,0.139,0.855,0.0783,0.581,141.989,4,1,0,0,0,0,0,1,0,0,0
15,15,311,All Mixed Up,"['alternative metal', 'alternative rock', 'funk metal', 'nu metal', 'pop rock', 'post-grunge', 'reggae fusion', 'rock']",0.765,0.747,10,-7.796,0,0.05,0.00395,0.0,0.355,0.675,92.28399999999999,4,1,1,0,0,0,0,0,1,0,1
16,16,4 Non Blondes,What's Up,"['new wave pop', 'pop rock']",0.5589999999999999,0.6829999999999999,2,-6.521,1,0.0273,0.179,0.0,0.125,0.466,134.197,4,1,1,0,0,0,0,0,0,0,0
17,17,883,Chiuditi nel cesso,"['classic italian pop', 'italian arena pop', 'italian hip hop', 'italian pop']",0.72,0.9059999999999999,0,-6.25,1,0.028999999999999998,0.022000000000000002,0.0,0.11199999999999999,0.818,124.015,4,1,0,0,0,0,0,0,0,0,0
18,18,883,Grazie mille,"['classic italian pop', 'italian arena pop', 'italian hip hop', 'italian pop']",0.541,0.878,3,-7.082999999999999,1,0.0393,0.0264,0.0,0.406,0.545,106.087,4,1,0,0,0,0,0,0,0,0,0
19,19,883,La regola dell'amico,"['classic italian pop', 'italian arena pop', 'italian hip hop', 'italian pop']",0.619,0.951,0,-5.237,1,0.0433,0.0335,0.0,0.298,0.818,129.364,4,1,0,0,0,0,0,0,0,0,0
20,20,883,Con un deca,"['classic italian pop', 'italian arena pop', 'italian hip hop', 'italian pop']",0.6609999999999999,0.898,2,-7.4510000000000005,1,0.0349,0.00105,0.0,0.215,0.42100000000000004,124.014,4,1,0,0,0,0,0,0,0,0,0
21,21,883,Andra tutto bene ('58),"['classic italian pop', 'italian arena pop', 'italian hip hop', 'italian pop']",0.77,0.846,5,-6.7170000000000005,1,0.0362,0.0061600000000000005,0.00195,0.364,0.855,117.965,4,1,0,0,0,0,0,0,0,0,0
22,22,883,Innamorare tanto,"['classic italian pop', 'italian arena pop', 'italian hip hop', 'italian pop']",0.642,0.87,7,-5.473,1,0.0278,0.0217,0.0,0.179,0.904,127.931,4,1,0,0,0,0,0,0,0,0,0
23,23,883,Gli anni ('96),"['classic italian pop', 'italian arena pop', 'italian hip hop', 'italian pop']",0.467,0.6659999999999999,7,-6.144,1,0.0286,0.0053100000000000005,1.67e-06,0.0998,0.456,144.059,4,1,0,0,0,0,0,0,0,0,0
24,24,883,Dimmi perche (remix),"['classic italian pop', 'italian arena pop', 'italian hip hop', 'italian pop']",0.722,0.94,5,-5.317,1,0.0381,0.10800000000000001,0.0005099999999999999,0.109,0.767,119.999,4,1,0,0,0,0,0,0,0,0,0
25,25,883,Hanno ucciso l'uomo ragno,"['classic italian pop', 'italian arena pop', 'italian hip hop', 'italian pop']",0.591,0.9520000000000001,2,-4.746,1,0.075,0.0429,0.0,0.593,0.825,93.932,4,1,0,0,0,0,0,0,0,0,0
26,26,883,Tutto cio che ho,"['classic italian pop', 'italian arena pop', 'italian hip hop', 'italian pop']",0.565,0.815,7,-7.239,1,0.0561,0.223,0.0,0.35700000000000004,0.615,169.96200000000002,4,1,0,0,0,0,0,0,0,0,0
27,27,883,Nella notte (Molella remix),"['classic italian pop', 'italian arena pop', 'italian hip hop', 'italian pop']",0.69,0.894,0,-7.3229999999999995,1,0.0299,0.00221,0.0188,0.322,0.726,129.83,4,1,0,0,0,0,0,0,0,0,0
28,28,883,Nella notte,"['classic italian pop', 'italian arena pop', 'italian hip hop', 'italian pop']",0.69,0.894,0,-7.3229999999999995,1,0.0299,0.00221,0.0188,0.322,0.726,129.83,4,1,0,0,0,0,0,0,0,0,0
29,29,883,La dura legge del gol!,"['classic italian pop', 'italian arena pop', 'italian hip hop', 'italian pop']",0.722,0.94,5,-5.317,1,0.0381,0.10800000000000001,0.0005099999999999999,0.109,0.767,119.999,4,1,0,0,0,0,0,0,0,0,0
30,30,883,Rotta x casa di Dio,"['classic italian pop', 'italian arena pop', 'italian hip hop', 'italian pop']",0.644,0.872,5,-5.537999999999999,1,0.0393,0.102,0.0,0.0877,0.6729999999999999,121.285,4,1,0,0,0,0,0,0,0,0,0
31,31,883,Se tornerai,"['classic italian pop', 'italian arena pop', 'italian hip hop', 'italian pop']",0.5820000000000001,0.6829999999999999,2,-5.9510000000000005,1,0.0264,0.0887,0.0,0.0617,0.679,86.007,4,1,0,0,0,0,0,0,0,0,0
32,32,883,Io ci saro',"['classic italian pop', 'italian arena pop', 'italian hip hop', 'italian pop']",0.47200000000000003,0.664,0,-6.321000000000001,1,0.0268,0.14400000000000002,0.0,0.179,0.6,160.002,4,1,0,0,0,0,0,0,0,0,0
33,33,883,Le luci di Natale,"['classic italian pop', 'italian arena pop', 'italian hip hop', 'italian pop']",0.59,0.7490000000000001,2,-8.107000000000001,1,0.0296,0.0784,0.0,0.115,0.6709999999999999,140.076,4,1,0,0,0,0,0,0,0,0,0
34,34,883,Viaggio al centro del mondo,"['classic italian pop', 'italian arena pop', 'italian hip hop', 'italian pop']",0.7,0.95,0,-6.442,1,0.033,0.0506,2.66e-06,0.34600000000000003,0.975,124.009,4,1,0,0,0,0,0,0,0,0,0
35,35,883,Senza averti qui,"['classic italian pop', 'italian arena pop', 'italian hip hop', 'italian pop']",0.5579999999999999,0.856,4,-8.002,1,0.0355,0.0336,1.6e-06,0.324,0.863,107.98700000000001,4,1,0,0,0,0,0,0,0,0,0
36,36,883,Sei un mito,"['classic italian pop', 'italian arena pop', 'italian hip hop', 'italian pop']",0.606,0.856,5,-6.85,0,0.0296,0.000953,0.0,0.0699,0.527,121.19200000000001,4,1,0,0,0,0,0,0,0,0,0
37,37,883,Nord Sud Ovest Est,"['classic italian pop', 'italian arena pop', 'italian hip hop', 'italian pop']",0.619,0.848,2,-6.96,1,0.0327,0.0022600000000000003,0.000484,0.341,0.51,119.977,4,1,0,0,0,0,0,0,0,0,0
38,38,883,Ti sento vivere,"['classic italian pop', 'italian arena pop', 'italian hip hop', 'italian pop']",0.621,0.6679999999999999,5,-7.814,1,0.0265,0.268,0.0,0.142,0.56,119.911,4,1,0,0,0,0,0,0,0,0,0
39,39,883,Una canzone d'amore,"['classic italian pop', 'italian arena pop', 'italian hip hop', 'italian pop']",0.45399999999999996,0.7390000000000001,5,-5.1,1,0.0327,0.578,0.0,0.309,0.38799999999999996,165.90200000000002,4,1,0,0,0,0,0,0,0,0,0
40,40,883,Tieni il tempo,"['classic italian pop', 'italian arena pop', 'italian hip hop', 'italian pop']",0.76,0.9520000000000001,0,-6.443,1,0.0532,0.0975,0.0013800000000000002,0.105,0.807,120.045,4,1,0,0,0,0,0,0,0,0,0
41,41,883,Nessun rimpianto,"['classic italian pop', 'italian arena pop', 'italian hip hop', 'italian pop']",0.612,0.59,0,-5.854,1,0.023,0.439,0.0,0.33899999999999997,0.418,77.021,4,1,0,0,0,0,0,0,0,0,0
42,42,883,Non ti passa piu,"['classic italian pop', 'italian arena pop', 'italian hip hop', 'italian pop']",0.622,0.978,3,-4.926,1,0.0406,0.0765,0.0,0.107,0.9329999999999999,138.02200000000002,4,1,0,0,0,0,0,0,0,0,0
43,43,883,Non mi arrendo,"['classic italian pop', 'italian arena pop', 'italian hip hop', 'italian pop']",0.645,0.88,11,-5.76,1,0.0265,0.158,8.88e-05,0.0614,0.828,103.015,4,1,0,0,0,0,0,0,0,0,0
44,44,883,Un giorno cosi,"['classic italian pop', 'italian arena pop', 'italian hip hop', 'italian pop']",0.57,0.9059999999999999,9,-5.85,1,0.0358,0.0159,0.00010800000000000001,0.659,0.838,114.99799999999999,4,1,0,0,0,0,0,0,0,0,0
45,45,ABBA,Hole In Your Soul,"['europop', 'swedish pop']",0.395,0.8109999999999999,4,-5.546,1,0.0945,0.0767,0.0159,0.342,0.615,154.708,4,1,0,0,0,0,0,0,0,0,0
46,46,ABBA,Lay All Your Love on Me,"['europop', 'swedish pop']",0.6779999999999999,0.488,2,-14.513,0,0.0273,0.0225,0.0602,0.132,0.7190000000000001,133.265,4,1,0,0,0,0,0,0,0,0,0
47,47,ABBA,Super Trouper,"['europop', 'swedish pop']",0.46399999999999997,0.603,0,-7.725,1,0.0281,0.62,0.00063,0.312,0.594,81.668,3,1,0,0,0,0,0,0,0,0,0
48,48,ABBA,Two for the Price of One,"['europop', 'swedish pop']",0.644,0.34600000000000003,2,-16.599,1,0.0407,0.491,0.151,0.324,0.711,112.49,4,1,0,0,0,0,0,0,0,0,0
49,49,ABBA,Waterloo,"['europop', 'swedish pop']",0.409,0.946,2,-2.878,1,0.0548,0.235,3.5799999999999996e-05,0.353,0.7090000000000001,147.114,4,1,0,0,0,0,0,0,0,0,0
50,50,ABBA,Kisses of Fire,"['europop', 'swedish pop']",0.5720000000000001,0.764,1,-6.891,0,0.0562,0.209,0.000407,0.39799999999999996,0.619,135.26,4,1,0,0,0,0,0,0,0,0,0
51,51,ABBA,Summer Night City,"['europop', 'swedish pop']",0.484,0.708,7,-10.757,0,0.0357,0.015,0.0,0.268,0.794,130.505,4,1,0,0,0,0,0,0,0,0,0
52,52,ABBA,The Visitors,"['europop', 'swedish pop']",0.33,0.187,0,-14.114,0,0.0339,0.823,1.1e-05,0.0749,0.19399999999999998,80.298,4,1,0,0,0,0,0,0,0,0,0
53,53,ABBA,"Money, Money, Money","['europop', 'swedish pop']",0.787,0.7040000000000001,9,-6.872999999999999,0,0.0385,0.535,0.00305,0.08900000000000001,0.6459999999999999,120.70100000000001,4,1,0,0,0,0,0,0,0,0,0
54,54,ABBA,Voulez Vous,"['europop', 'swedish pop']",0.618,0.723,6,-6.2829999999999995,0,0.0354,0.155,1.6e-05,0.302,0.7340000000000001,86.809,4,1,0,0,0,0,0,0,0,0,0
55,55,ABBA,Lovers (Live a Little Longer),"['europop', 'swedish pop']",0.618,0.723,6,-6.2829999999999995,0,0.0354,0.155,1.6e-05,0.302,0.7340000000000001,86.809,4,1,0,0,0,0,0,0,0,0,0
56,56,ABBA,One Of Us,"['europop', 'swedish pop']",0.65,0.552,7,-8.53,1,0.0381,0.509,0.000244,0.035,0.856,82.21700000000001,4,1,0,0,0,0,0,0,0,0,0
57,57,ABBA,Why Did It Have to Be Me,"['europop', 'swedish pop']",0.47700000000000004,0.8190000000000001,2,-10.525,1,0.0593,0.00373,0.0009279999999999999,0.7340000000000001,0.5670000000000001,124.76100000000001,4,1,0,0,0,0,0,0,0,0,0
58,58,ABBA,Thank You for the Music,"['europop', 'swedish pop']",0.28300000000000003,0.409,4,-10.008,1,0.038,0.39799999999999996,0.0,0.121,0.45899999999999996,200.769,4,1,0,0,0,0,0,0,0,0,0
59,59,ABBA,I Am the City,"['europop', 'swedish pop']",0.7709999999999999,0.8590000000000001,9,-5.851,1,0.0336,0.183,0.0016600000000000002,0.0704,0.9520000000000001,133.92700000000002,4,1,0,0,0,0,0,0,0,0,0
60,60,ABBA,The Winner Takes It All,"['europop', 'swedish pop']",0.429,0.789,6,-6.447,1,0.0352,0.223,0.00543,0.0474,0.457,125.616,4,1,0,0,0,0,0,0,0,0,0
61,61,ABBA,Name of the Game,"['europop', 'swedish pop']",0.621,0.6459999999999999,9,-7.059,1,0.0285,0.27399999999999997,8.28e-05,0.0464,0.66,76.736,4,1,0,0,0,0,0,0,0,0,0
62,62,ABBA,My Love My Life,"['europop', 'swedish pop']",0.20800000000000002,0.424,0,-7.532,1,0.0275,0.7809999999999999,7.01e-05,0.107,0.247,148.875,4,1,0,0,0,0,0,0,0,0,0
63,63,ABBA,Take a Chance on Me,"['europop', 'swedish pop']",0.642,0.627,11,-9.718,1,0.0279,0.0336,0.0,0.303,0.784,106.60700000000001,4,1,0,0,0,0,0,0,0,0,0
64,64,ABBA,Chiquitita,"['europop', 'swedish pop']",0.503,0.629,9,-6.308,1,0.0314,0.674,2.06e-06,0.263,0.32,84.119,4,1,0,0,0,0,0,0,0,0,0
65,65,ABBA,Dancing Queen,"['europop', 'swedish pop']",0.512,0.93,9,-4.343999999999999,1,0.0508,0.168,0.00119,0.561,0.677,100.542,4,1,0,0,0,0,0,0,0,0,0
66,66,ABBA,Hasta Manana,"['europop', 'swedish pop']",0.45,0.605,5,-6.045,1,0.026000000000000002,0.225,0.0,0.0772,0.649,168.96200000000002,4,1,0,0,0,0,0,0,0,0,0
67,67,ABBA,"Another Town, Another Train","['europop', 'swedish pop']",0.623,0.631,0,-9.002,1,0.0337,0.47700000000000004,4.8e-06,0.157,0.7659999999999999,123.156,4,1,0,0,0,0,0,0,0,0,0
68,68,ABBA,Fernando,"['europop', 'swedish pop']",0.344,0.607,9,-7.2139999999999995,1,0.0302,0.442,0.0,0.0963,0.41100000000000003,110.10799999999999,4,1,0,0,0,0,0,0,0,0,0
69,69,ABBA,Dance (While the Music Still Goes on),"['europop', 'swedish pop']",0.588,0.802,8,-8.392000000000001,1,0.0578,0.254,0.0,0.11599999999999999,0.5870000000000001,131.20600000000002,4,1,0,0,0,0,0,0,0,0,0
70,70,ABBA,Like an Angel Passing Through My Room,"['europop', 'swedish pop']",0.5329999999999999,0.0416,5,-27.456,1,0.04,0.688,2.0300000000000002e-05,0.39,0.297,107.249,4,1,0,0,0,0,0,0,0,0,0
71,71,ABBA,I Have a Dream,"['europop', 'swedish pop']",0.53,0.47700000000000004,10,-8.954,1,0.0244,0.534,0.0,0.193,0.446,104.13600000000001,4,1,0,0,0,0,0,0,0,0,0
72,72,ABBA,Gimme! Gimme! Gimme!,"['europop', 'swedish pop']",0.748,0.499,10,-9.652999999999999,1,0.0407,0.0261,0.00627,0.20199999999999999,0.568,119.52799999999999,4,1,0,0,0,0,0,0,0,0,0
73,73,ABBA,I'm a Marionette,"['europop', 'swedish pop']",0.47100000000000003,0.6409999999999999,11,-7.436,0,0.051,0.0027199999999999998,0.0141,0.11599999999999999,0.0392,148.46,3,1,0,0,0,0,0,0,0,0,0
74,74,ABBA,Nina Pretty Ballerina,"['europop', 'swedish pop']",0.736,0.7040000000000001,0,-10.69,1,0.0329,0.0757,0.0222,0.0595,0.8809999999999999,125.249,4,1,0,0,0,0,0,0,0,0,0
75,75,ABBA,"Knowing Me, Knowing You","['europop', 'swedish pop']",0.514,0.6629999999999999,2,-9.709,1,0.033,0.0244,6.66e-06,0.174,0.875,106.991,4,1,0,0,0,0,0,0,0,0,0
76,76,ABBA,I Wonder (Departure),"['europop', 'swedish pop']",0.375,0.306,0,-8.267000000000001,1,0.0272,0.19399999999999998,1.33e-06,0.128,0.247,134.219,4,1,0,0,0,0,0,0,0,0,0
77,77,ABBA,Does Your Mother Know,"['europop', 'swedish pop']",0.7170000000000001,0.6809999999999999,7,-10.818,1,0.037000000000000005,0.138,9.779999999999999e-05,0.0644,0.978,135.639,4,1,0,0,0,0,0,0,0,0,0
78,78,ABBA,"Hey, Hey Helen","['europop', 'swedish pop']",0.649,0.6679999999999999,2,-6.647,1,0.0425,0.0022600000000000003,0.0157,0.0594,0.7659999999999999,117.867,4,1,0,0,0,0,0,0,0,0,0
79,79,ABBA,I've Been Waiting For You,"['europop', 'swedish pop']",0.36,0.606,9,-6.817,1,0.0281,0.461,0.000377,0.174,0.433,153.624,4,1,0,0,0,0,0,0,0,0,0
80,80,ABBA,Mamma Mia,"['europop', 'swedish pop']",0.7490000000000001,0.748,2,-7.011,1,0.0323,0.295,0.000443,0.469,0.8270000000000001,137.547,4,1,0,0,0,0,0,0,0,0,0
81,81,ABC,Poison Arrow,"['art rock', 'dance rock', 'disco', 'new romantic', 'new wave', 'new wave pop', 'soft rock', 'synthpop']",0.705,0.6920000000000001,11,-8.881,0,0.0573,0.0311,1.87e-06,0.0774,0.802,124.84700000000001,4,1,1,0,0,0,0,1,0,1,0
82,82,ABC,4 Ever 2 Gether,"['art rock', 'dance rock', 'disco', 'new romantic', 'new wave', 'new wave pop', 'soft rock', 'synthpop']",0.574,0.9279999999999999,9,-8.638,0,0.0699,0.10400000000000001,0.11,0.848,0.474,130.639,4,1,1,0,0,0,0,1,0,1,0
83,83,AC DC,Thunderstruck,"['album rock', 'australian rock', 'hard rock', 'rock']",0.252,0.975,4,-5.547999999999999,1,0.273,0.0008730000000000001,0.0657,0.747,0.0721,134.84,4,0,1,0,0,0,0,0,0,0,0
84,84,AC DC,For Those About To Rock (We Salute You),"['album rock', 'australian rock', 'hard rock', 'rock']",0.158,0.9890000000000001,6,-5.172999999999999,0,0.114,1.63e-05,0.0267,0.853,0.174,138.43,4,0,1,0,0,0,0,0,0,0,0
85,85,AC DC,Dirty Deeds Done Dirt Cheap,"['album rock', 'australian rock', 'hard rock', 'rock']",0.525,0.899,3,-6.524,1,0.113,0.00044100000000000004,0.6970000000000001,0.607,0.616,140.157,4,0,1,0,0,0,0,0,0,0,0
86,86,AC DC,You Shook Me All Night Long,"['album rock', 'australian rock', 'hard rock', 'rock']",0.532,0.7759999999999999,7,-5.547000000000001,1,0.0613,0.00299,0.000637,0.37799999999999995,0.8029999999999999,127.361,4,0,1,0,0,0,0,0,0,0,0
87,87,AC DC,Whole Lotta Rosie,"['album rock', 'australian rock', 'hard rock', 'rock']",0.161,0.98,7,-5.507999999999999,1,0.14800000000000002,0.0428,0.000547,0.547,0.20600000000000002,170.877,4,0,1,0,0,0,0,0,0,0,0
88,88,AC DC,Who Made Who,"['album rock', 'australian rock', 'hard rock', 'rock']",0.514,0.825,0,-5.136,1,0.0486,0.000286,0.293,0.607,0.655,125.273,4,0,1,0,0,0,0,0,0,0,0
89,89,AC DC,Back In Black,"['album rock', 'australian rock', 'hard rock', 'rock']",0.466,0.9840000000000001,9,-4.211,1,0.0793,0.000585,0.000782,0.95,0.42700000000000005,96.55799999999999,4,0,1,0,0,0,0,0,0,0,0
90,90,AC DC,Highway To Hell,"['album rock', 'australian rock', 'hard rock', 'rock']",0.385,0.9890000000000001,2,-5.455,1,0.0984,0.00023199999999999997,0.00137,0.986,0.19399999999999998,127.574,4,0,1,0,0,0,0,0,0,0,0
91,91,ARMSTRONG LOUIS,"Hello, Dolly!","['adult standards', 'christmas', 'dixieland', 'jazz trumpet', 'new orleans jazz', 'swing', 'vocal jazz']",0.5589999999999999,0.44799999999999995,7,-9.415,1,0.062,0.8029999999999999,0.00228,0.465,0.7609999999999999,183.615,4,0,0,1,0,0,0,0,0,0,0
92,92,ARMSTRONG LOUIS,(What a) Wonderful World,"['adult standards', 'christmas', 'dixieland', 'jazz trumpet', 'new orleans jazz', 'swing', 'vocal jazz']",0.28,0.337,5,-12.089,1,0.034,0.7559999999999999,0.000299,0.11599999999999999,0.151,108.081,3,0,0,1,0,0,0,0,0,0,0
93,93,ARMSTRONG LOUIS,La Vie en rose,"['adult standards', 'christmas', 'dixieland', 'jazz trumpet', 'new orleans jazz', 'swing', 'vocal jazz']",0.565,0.11800000000000001,0,-9.772,1,0.0607,0.8590000000000001,0.016,0.12,0.35200000000000004,70.688,4,0,0,1,0,0,0,0,0,0,0
94,94,ARMSTRONG LOUIS,C'est si bon,"['adult standards', 'christmas', 'dixieland', 'jazz trumpet', 'new orleans jazz', 'swing', 'vocal jazz']",0.442,0.0451,0,-20.202,1,0.0338,0.888,0.0281,0.0939,0.237,86.383,4,0,0,1,0,0,0,0,0,0,0
95,95,Aaron Neville,The Grand Tour,['soul'],0.62,0.547,9,-12.333,1,0.0819,0.466,1.9699999999999998e-05,0.33899999999999997,0.6920000000000001,187.46599999999998,4,0,0,0,1,0,0,0,0,0,0
96,96,Aaron Neville,Tell It Like It Is,['soul'],0.436,0.27399999999999997,5,-17.339000000000002,1,0.0638,0.5870000000000001,0.0,0.174,0.79,176.28099999999998,3,0,0,0,1,0,0,0,0,0,0
97,97,Ace of Base,Living in Danger,"['bubblegum dance', 'dance pop', 'eurodance', 'europop', 'hip house', 'new wave pop', 'pop rock', 'swedish pop']",0.7490000000000001,0.5,7,-14.167,1,0.0604,0.0009289999999999999,0.11599999999999999,0.0919,0.688,120.01100000000001,4,1,1,0,0,0,0,1,0,0,0
98,98,Ace of Base,Beautiful Life,"['bubblegum dance', 'dance pop', 'eurodance', 'europop', 'hip house', 'new wave pop', 'pop rock', 'swedish pop']",0.7490000000000001,0.988,0,-5.266,0,0.0387,0.20199999999999999,0.0063100000000000005,0.17,0.7490000000000001,135.015,4,1,1,0,0,0,0,1,0,0,0
99,99,Ace of Base,Don't Turn Around,"['bubblegum dance', 'dance pop', 'eurodance', 'europop', 'hip house', 'new wave pop', 'pop rock', 'swedish pop']",0.745,0.7709999999999999,4,-8.231,0,0.0755,0.0010400000000000001,0.387,0.0574,0.752,95.62299999999999,4,1,1,0,0,0,0,1,0,0,0
100,100,Ace of Base,Wheel of Fortune,"['bubblegum dance', 'dance pop', 'eurodance', 'europop', 'hip house', 'new wave pop', 'pop rock', 'swedish pop']",0.78,0.53,1,-14.523,1,0.0685,0.0221,0.0129,0.0608,0.698,91.729,4,1,1,0,0,0,0,1,0,0,0
101,101,Ace of Base,Happy Nation,"['bubblegum dance', 'dance pop', 'eurodance', 'europop', 'hip house', 'new wave pop', 'pop rock', 'swedish pop']",0.65,0.821,11,-8.997,1,0.0301,0.00041600000000000003,0.613,0.12300000000000001,0.96,119.073,4,1,1,0,0,0,0,1,0,0,0
102,102,Ace of Base,"Always Have, Always Will","['bubblegum dance', 'dance pop', 'eurodance', 'europop', 'hip house', 'new wave pop', 'pop rock', 'swedish pop']",0.693,0.885,10,-2.907,1,0.0358,0.0258,0.0,0.052000000000000005,0.96,138.089,4,1,1,0,0,0,0,1,0,0,0
103,103,Ace of Base,Lucky Love,"['bubblegum dance', 'dance pop', 'eurodance', 'europop', 'hip house', 'new wave pop', 'pop rock', 'swedish pop']",0.769,0.662,5,-7.2379999999999995,1,0.0319,0.129,0.0010199999999999999,0.0814,0.863,104.104,4,1,1,0,0,0,0,1,0,0,0
104,104,Ace of Base,Life Is a Flower,"['bubblegum dance', 'dance pop', 'eurodance', 'europop', 'hip house', 'new wave pop', 'pop rock', 'swedish pop']",0.7,0.955,4,-6.473,0,0.0509,0.00216,0.48200000000000004,0.0205,0.695,120.016,4,1,1,0,0,0,0,1,0,0,0
105,105,Ace of Base,The Sign,"['bubblegum dance', 'dance pop', 'eurodance', 'europop', 'hip house', 'new wave pop', 'pop rock', 'swedish pop']",0.7979999999999999,0.625,11,-9.689,1,0.0548,0.00547,7.979999999999999e-05,0.10300000000000001,0.858,93.764,4,1,1,0,0,0,0,1,0,0,0
106,106,Adamo,Affida una lacrima al vento,['chanson'],0.604,0.736,9,-8.281,1,0.158,0.0103,0.0,0.0798,0.736,75.00399999999999,4,0,0,0,0,0,0,0,0,0,0
107,107,Adamo,Mis manos en tu cintura,['chanson'],0.638,0.568,4,-8.322000000000001,1,0.0415,0.22399999999999998,0.0,0.0934,0.816,118.936,4,0,0,0,0,0,0,0,0,0,0
108,108,Adamo,"Sans toi, ma mie",['chanson'],0.7190000000000001,0.41200000000000003,0,-8.536,1,0.0341,0.687,8.41e-06,0.243,0.857,119.255,4,0,0,0,0,0,0,0,0,0,0
109,109,Adamo,Non mi tenere il Broncio,['chanson'],0.701,0.627,6,-7.687,0,0.0659,0.00687,0.0,0.10300000000000001,0.722,119.70200000000001,4,0,0,0,0,0,0,0,0,0,0
110,110,Adamo,Una ciocca di capelli,['chanson'],0.682,0.698,7,-9.213,1,0.0378,0.00486,0.0,0.0901,0.611,107.882,4,0,0,0,0,0,0,0,0,0,0
111,111,Adriano Celentano,Una carezza in un pugno,"['classic italian pop', 'italian pop']",0.41200000000000003,0.535,2,-6.896,1,0.0288,0.34299999999999997,0.0,0.603,0.718,90.427,4,1,0,0,0,0,0,0,0,0,0
