,artist_name,song_name,genres,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
0,"""Weird Al"" Yankovic",Amish Paradise,"['antiviral pop', 'comedy rock', 'comic']",0.738,0.532,8,-7.773,1,0.117,0.0763,0,0.405,0.432,82.117,4
1,"""Weird Al"" Yankovic",Headline News,"['antiviral pop', 'comedy rock', 'comic']",0.684,0.524,3,-9.383,1,0.023,0.334,0.00178,0.075,0.552,94.804,4
2,"""Weird Al"" Yankovic",Eat It,"['antiviral pop', 'comedy rock', 'comic']",0.767,0.811,7,-8.548,1,0.0766,0.0866,0,0.0684,0.858,147.423,4
3,"""Weird Al"" Yankovic",Dare to Be Stupid,"['antiviral pop', 'comedy rock', 'comic']",0.705,0.954,5,-10.708,0,0.0499,0.0418,0.000318,0.311,0.557,108.091,4
4,10cc,Dreadlock Holiday,"['album rock', 'art rock', 'classic rock', 'dance rock', 'folk rock', 'glam rock', 'mellow gold', 'rock', 'soft rock', 'symphonic rock']",0.844,0.385,7,-13.842,0,0.0624,0.347,0.00034,0.147,0.932,105.038,4
5,10cc,I'm Not In Love,"['album rock', 'art rock', 'classic rock', 'dance rock', 'folk rock', 'glam rock', 'mellow gold', 'rock', 'soft rock', 'symphonic rock']",0.388,0.669,4,-10.949,1,0.0666,0.696,0.00281,0.293,0.23,133.507,4
6,10cc,The Things We Do for Love,"['album rock', 'art rock', 'classic rock', 'dance rock', 'folk rock', 'glam rock', 'mellow gold', 'rock', 'soft rock', 'symphonic rock']",0.501,0.514,1,-10.227,1,0.0716,0.329,0,0.32,0.711,105.682,4
7,2 Brothers on the 4th Floor,Come Take My Hand,"['bubblegum dance', 'eurodance', 'europop', 'happy hardcore', 'hip house']",0.521,0.879,0,-4.829,1,0.0417,0.00188,0.765,0.207,0.105,167.99,4
8,2 Brothers on the 4th Floor,Let Me Be Free,"['bubblegum dance', 'eurodance', 'europop', 'happy hardcore', 'hip house']",0.644,0.934,9,-5.209,0,0.0375,0.00327,0.0947,0.0958,0.652,135.027,4
9,2 Unlimited,No Limit (extended),"['bubblegum dance', 'eurodance', 'europop', 'hip house']",0.628,0.999,3,-6.572,1,0.0547,0.00368,0.00451,0.0571,0.761,141.04,4
10,2 Unlimited,Workaholic,"['bubblegum dance', 'eurodance', 'europop', 'hip house']",0.544,0.98,7,-7.672,1,0.0615,0.00147,0.16,0.323,0.607,128.889,4
11,2 Unlimited,Maximum Overdrive,"['bubblegum dance', 'eurodance', 'europop', 'hip house']",0.543,0.741,8,-13.109,1,0.0426,0.00184,0.458,0.259,0.529,154.022,4
12,2 Unlimited,No Limit,"['bubblegum dance', 'eurodance', 'europop', 'hip house']",0.652,0.999,3,-6.659,1,0.0522,0.0109,0.000646,0.0533,0.637,141.056,4
13,2 Unlimited,Twilight Zone,"['bubblegum dance', 'eurodance', 'europop', 'hip house']",0.7,0.99,3,-7.559,0,0.0499,0.0873,0.00211,0.151,0.77,127.884,4
14,2 Unlimited,Let the Beat Control Your Body,"['bubblegum dance', 'eurodance', 'europop', 'hip house']",0.655,0.999,1,-10.28,1,0.0579,0.139,0.855,0.0783,0.581,141.989,4
15,311,All Mixed Up,"['alternative metal', 'alternative rock', 'funk metal', 'nu metal', 'pop rock', 'post-grunge', 'reggae fusion', 'rock']",0.765,0.747,10,-7.796,0,0.05,0.00395,0,0.355,0.675,92.284,4
16,4 Non Blondes,What's Up,"['new wave pop', 'pop rock']",0.559,0.683,2,-6.521,1,0.0273,0.179,0,0.125,0.466,134.197,4
17,883,Chiuditi nel cesso,"['classic italian pop', 'italian arena pop', 'italian hip hop', 'italian pop']",0.72,0.906,0,-6.25,1,0.029,0.022,0,0.112,0.818,124.015,4
18,883,Grazie mille,"['classic italian pop', 'italian arena pop', 'italian hip hop', 'italian pop']",0.541,0.878,3,-7.083,1,0.0393,0.0264,0,0.406,0.545,106.087,4
19,883,La regola dell'amico,"['classic italian pop', 'italian arena pop', 'italian hip hop', 'italian pop']",0.619,0.951,0,-5.237,1,0.0433,0.0335,0,0.298,0.818,129.364,4
20,883,Con un deca,"['classic italian pop', 'italian arena pop', 'italian hip hop', 'italian pop']",0.661,0.898,2,-7.451,1,0.0349,0.00105,0,0.215,0.421,124.014,4
21,883,Andra tutto bene ('58),"['classic italian pop', 'italian arena pop', 'italian hip hop', 'italian pop']",0.77,0.846,5,-6.717,1,0.0362,0.00616,0.00195,0.364,0.855,117.965,4
22,883,Innamorare tanto,"['classic italian pop', 'italian arena pop', 'italian hip hop', 'italian pop']",0.642,0.87,7,-5.473,1,0.0278,0.0217,0,0.179,0.904,127.931,4
23,883,Gli anni ('96),"['classic italian pop', 'italian arena pop', 'italian hip hop', 'italian pop']",0.467,0.666,7,-6.144,1,0.0286,0.00531,1.67e-06,0.0998,0.456,144.059,4
24,883,Dimmi perche (remix),"['classic italian pop', 'italian arena pop', 'italian hip hop', 'italian pop']",0.722,0.94,5,-5.317,1,0.0381,0.108,0.00051,0.109,0.767,119.999,4
25,883,Hanno ucciso l'uomo ragno,"['classic italian pop', 'italian arena pop', 'italian hip hop', 'italian pop']",0.591,0.952,2,-4.746,1,0.075,0.0429,0,0.593,0.825,93.932,4
26,883,Tutto cio che ho,"['classic italian pop', 'italian arena pop', 'italian hip hop', 'italian pop']",0.565,0.815,7,-7.239,1,0.0561,0.223,0,0.357,0.615,169.962,4
27,883,Nella notte (Molella remix),"['classic italian pop', 'italian arena pop', 'italian hip hop', 'italian pop']",0.69,0.894,0,-7.323,1,0.0299,0.00221,0.0188,0.322,0.726,129.83,4
28,883,Nella notte,"['classic italian pop', 'italian arena pop', 'italian hip hop', 'italian pop']",0.69,0.894,0,-7.323,1,0.0299,0.00221,0.0188,0.322,0.726,129.83,4
29,883,La dura legge del gol!,"['classic italian pop', 'italian arena pop', 'italian hip hop', 'italian pop']",0.722,0.94,5,-5.317,1,0.0381,0.108,0.00051,0.109,0.767,119.999,4
30,883,Rotta x casa di Dio,"['classic italian pop', 'italian arena pop', 'italian hip hop', 'italian pop']",0.644,0.872,5,-5.538,1,0.0393,0.102,0,0.0877,0.673,121.285,4
31,883,Se tornerai,"['classic italian pop', 'italian arena pop', 'italian hip hop', 'italian pop']",0.582,0.683,2,-5.951,1,0.0264,0.0887,0,0.0617,0.679,86.007,4
32,883,Io ci saro',"['classic italian pop', 'italian arena pop', 'italian hip hop', 'italian pop']",0.472,0.664,0,-6.321,1,0.0268,0.144,0,0.179,0.6,160.002,4
33,883,Le luci di Natale,"['classic italian pop', 'italian arena pop', 'italian hip hop', 'italian pop']",0.59,0.749,2,-8.107,1,0.0296,0.0784,0,0.115,0.671,140.076,4
34,883,Viaggio al centro del mondo,"['classic italian pop', 'italian arena pop', 'italian hip hop', 'italian pop']",0.7,0.95,0,-6.442,1,0.033,0.0506,2.66e-06,0.346,0.975,124.009,4
35,883,Senza averti qui,"['classic italian pop', 'italian arena pop', 'italian hip hop', 'italian pop']",0.558,0.856,4,-8.002,1,0.0355,0.0336,1.6e-06,0.324,0.863,107.987,4
36,883,Sei un mito,"['classic italian pop', 'italian arena pop', 'italian hip hop', 'italian pop']",0.606,0.856,5,-6.85,0,0.0296,0.000953,0,0.0699,0.527,121.192,4
37,883,Nord Sud Ovest Est,"['classic italian pop', 'italian arena pop', 'italian hip hop', 'italian pop']",0.619,0.848,2,-6.96,1,0.0327,0.00226,0.000484,0.341,0.51,119.977,4
38,883,Ti sento vivere,"['classic italian pop', 'italian arena pop', 'italian hip hop', 'italian pop']",0.621,0.668,5,-7.814,1,0.0265,0.268,0,0.142,0.56,119.911,4
39,883,Una canzone d'amore,"['classic italian pop', 'italian arena pop', 'italian hip hop', 'italian pop']",0.454,0.739,5,-5.1,1,0.0327,0.578,0,0.309,0.388,165.902,4
40,883,Tieni il tempo,"['classic italian pop', 'italian arena pop', 'italian hip hop', 'italian pop']",0.76,0.952,0,-6.443,1,0.0532,0.0975,0.00138,0.105,0.807,120.045,4
41,883,Nessun rimpianto,"['classic italian pop', 'italian arena pop', 'italian hip hop', 'italian pop']",0.612,0.59,0,-5.854,1,0.023,0.439,0,0.339,0.418,77.021,4
42,883,Non ti passa piu,"['classic italian pop', 'italian arena pop', 'italian hip hop', 'italian pop']",0.622,0.978,3,-4.926,1,0.0406,0.0765,0,0.107,0.933,138.022,4
43,883,Non mi arrendo,"['classic italian pop', 'italian arena pop', 'italian hip hop', 'italian pop']",0.645,0.88,11,-5.76,1,0.0265,0.158,8.88e-05,0.0614,0.828,103.015,4
44,883,Un giorno cosi,"['classic italian pop', 'italian arena pop', 'italian hip hop', 'italian pop']",0.57,0.906,9,-5.85,1,0.0358,0.0159,0.000108,0.659,0.838,114.998,4
45,ABBA,Hole In Your Soul,"['europop', 'swedish pop']",0.395,0.811,4,-5.546,1,0.0945,0.0767,0.0159,0.342,0.615,154.708,4
46,ABBA,Lay All Your Love on Me,"['europop', 'swedish pop']",0.678,0.488,2,-14.513,0,0.0273,0.0225,0.0602,0.132,0.719,133.265,4
47,ABBA,Super Trouper,"['europop', 'swedish pop']",0.464,0.603,0,-7.725,1,0.0281,0.62,0.00063,0.312,0.594,81.668,3
48,ABBA,Two for the Price of One,"['europop', 'swedish pop']",0.644,0.346,2,-16.599,1,0.0407,0.491,0.151,0.324,0.711,112.49,4
49,ABBA,Waterloo,"['europop', 'swedish pop']",0.409,0.946,2,-2.878,1,0.0548,0.235,3.58e-05,0.353,0.709,147.114,4
50,ABBA,Kisses of Fire,"['europop', 'swedish pop']",0.572,0.764,1,-6.891,0,0.0562,0.209,0.000407,0.398,0.619,135.26,4
51,ABBA,Summer Night City,"['europop', 'swedish pop']",0.484,0.708,7,-10.757,0,0.0357,0.015,0,0.268,0.794,130.505,4
52,ABBA,The Visitors,"['europop', 'swedish pop']",0.33,0.187,0,-14.114,0,0.0339,0.823,1.1e-05,0.0749,0.194,80.298,4
53,ABBA,"Money, Money, Money","['europop', 'swedish pop']",0.787,0.704,9,-6.873,0,0.0385,0.535,0.00305,0.089,0.646,120.701,4
54,ABBA,Voulez Vous,"['europop', 'swedish pop']",0.618,0.723,6,-6.283,0,0.0354,0.155,1.6e-05,0.302,0.734,86.809,4
55,ABBA,Lovers (Live a Little Longer),"['europop', 'swedish pop']",0.618,0.723,6,-6.283,0,0.0354,0.155,1.6e-05,0.302,0.734,86.809,4
56,ABBA,One Of Us,"['europop', 'swedish pop']",0.65,0.552,7,-8.53,1,0.0381,0.509,0.000244,0.035,0.856,82.217,4
57,ABBA,Why Did It Have to Be Me,"['europop', 'swedish pop']",0.477,0.819,2,-10.525,1,0.0593,0.00373,0.000928,0.734,0.567,124.761,4
58,ABBA,Thank You for the Music,"['europop', 'swedish pop']",0.283,0.409,4,-10.008,1,0.038,0.398,0,0.121,0.459,200.769,4
59,ABBA,I Am the City,"['europop', 'swedish pop']",0.771,0.859,9,-5.851,1,0.0336,0.183,0.00166,0.0704,0.952,133.927,4
60,ABBA,The Winner Takes It All,"['europop', 'swedish pop']",0.429,0.789,6,-6.447,1,0.0352,0.223,0.00543,0.0474,0.457,125.616,4
61,ABBA,Name of the Game,"['europop', 'swedish pop']",0.621,0.646,9,-7.059,1,0.0285,0.274,8.28e-05,0.0464,0.66,76.736,4
62,ABBA,My Love My Life,"['europop', 'swedish pop']",0.208,0.424,0,-7.532,1,0.0275,0.781,7.01e-05,0.107,0.247,148.875,4
63,ABBA,Take a Chance on Me,"['europop', 'swedish pop']",0.642,0.627,11,-9.718,1,0.0279,0.0336,0,0.303,0.784,106.607,4
64,ABBA,Chiquitita,"['europop', 'swedish pop']",0.503,0.629,9,-6.308,1,0.0314,0.674,2.06e-06,0.263,0.32,84.119,4
65,ABBA,Dancing Queen,"['europop', 'swedish pop']",0.512,0.93,9,-4.344,1,0.0508,0.168,0.00119,0.561,0.677,100.542,4
66,ABBA,Hasta Manana,"['europop', 'swedish pop']",0.45,0.605,5,-6.045,1,0.026,0.225,0,0.0772,0.649,168.962,4
67,ABBA,"Another Town, Another Train","['europop', 'swedish pop']",0.623,0.631,0,-9.002,1,0.0337,0.477,4.8e-06,0.157,0.766,123.156,4
68,ABBA,Fernando,"['europop', 'swedish pop']",0.344,0.607,9,-7.214,1,0.0302,0.442,0,0.0963,0.411,110.108,4
69,ABBA,Dance (While the Music Still Goes on),"['europop', 'swedish pop']",0.588,0.802,8,-8.392,1,0.0578,0.254,0,0.116,0.587,131.206,4
70,ABBA,Like an Angel Passing Through My Room,"['europop', 'swedish pop']",0.533,0.0416,5,-27.456,1,0.04,0.688,2.03e-05,0.39,0.297,107.249,4
71,ABBA,I Have a Dream,"['europop', 'swedish pop']",0.53,0.477,10,-8.954,1,0.0244,0.534,0,0.193,0.446,104.136,4
72,ABBA,Gimme! Gimme! Gimme!,"['europop', 'swedish pop']",0.748,0.499,10,-9.653,1,0.0407,0.0261,0.00627,0.202,0.568,119.528,4
73,ABBA,I'm a Marionette,"['europop', 'swedish pop']",0.471,0.641,11,-7.436,0,0.051,0.00272,0.0141,0.116,0.0392,148.46,3
74,ABBA,Nina Pretty Ballerina,"['europop', 'swedish pop']",0.736,0.704,0,-10.69,1,0.0329,0.0757,0.0222,0.0595,0.881,125.249,4
75,ABBA,"Knowing Me, Knowing You","['europop', 'swedish pop']",0.514,0.663,2,-9.709,1,0.033,0.0244,6.66e-06,0.174,0.875,106.991,4
76,ABBA,I Wonder (Departure),"['europop', 'swedish pop']",0.375,0.306,0,-8.267,1,0.0272,0.194,1.33e-06,0.128,0.247,134.219,4
77,ABBA,Does Your Mother Know,"['europop', 'swedish pop']",0.717,0.681,7,-10.818,1,0.037,0.138,9.78e-05,0.0644,0.978,135.639,4
78,ABBA,"Hey, Hey Helen","['europop', 'swedish pop']",0.649,0.668,2,-6.647,1,0.0425,0.00226,0.0157,0.0594,0.766,117.867,4
79,ABBA,I've Been Waiting For You,"['europop', 'swedish pop']",0.36,0.606,9,-6.817,1,0.0281,0.461,0.000377,0.174,0.433,153.624,4
80,ABBA,Mamma Mia,"['europop', 'swedish pop']",0.749,0.748,2,-7.011,1,0.0323,0.295,0.000443,0.469,0.827,137.547,4
81,ABC,Poison Arrow,"['art rock', 'dance rock', 'disco', 'new romantic', 'new wave', 'new wave pop', 'soft rock', 'synthpop']",0.705,0.692,11,-8.881,0,0.0573,0.0311,1.87e-06,0.0774,0.802,124.847,4
82,ABC,4 Ever 2 Gether,"['art rock', 'dance rock', 'disco', 'new romantic', 'new wave', 'new wave pop', 'soft rock', 'synthpop']",0.574,0.928,9,-8.638,0,0.0699,0.104,0.11,0.848,0.474,130.639,4
83,AC DC,Thunderstruck,"['album rock', 'australian rock', 'hard rock', 'rock']",0.252,0.975,4,-5.548,1,0.273,0.000873,0.0657,0.747,0.0721,134.84,4
84,AC DC,For Those About To Rock (We Salute You),"['album rock', 'australian rock', 'hard rock', 'rock']",0.158,0.989,6,-5.173,0,0.114,1.63e-05,0.0267,0.853,0.174,138.43,4
85,AC DC,Dirty Deeds Done Dirt Cheap,"['album rock', 'australian rock', 'hard rock', 'rock']",0.525,0.899,3,-6.524,1,0.113,0.000441,0.697,0.607,0.616,140.157,4
86,AC DC,You Shook Me All Night Long,"['album rock', 'australian rock', 'hard rock', 'rock']",0.532,0.776,7,-5.547,1,0.0613,0.00299,0.000637,0.378,0.803,127.361,4
87,AC DC,Whole Lotta Rosie,"['album rock', 'australian rock', 'hard rock', 'rock']",0.161,0.98,7,-5.508,1,0.148,0.0428,0.000547,0.547,0.206,170.877,4
88,AC DC,Who Made Who,"['album rock', 'australian rock', 'hard rock', 'rock']",0.514,0.825,0,-5.136,1,0.0486,0.000286,0.293,0.607,0.655,125.273,4
89,AC DC,Back In Black,"['album rock', 'australian rock', 'hard rock', 'rock']",0.466,0.984,9,-4.211,1,0.0793,0.000585,0.000782,0.95,0.427,96.558,4
90,AC DC,Highway To Hell,"['album rock', 'australian rock', 'hard rock', 'rock']",0.385,0.989,2,-5.455,1,0.0984,0.000232,0.00137,0.986,0.194,127.574,4
91,ARMSTRONG LOUIS,"Hello, Dolly!","['adult standards', 'christmas', 'dixieland', 'jazz trumpet', 'new orleans jazz', 'swing', 'vocal jazz']",0.559,0.448,7,-9.415,1,0.062,0.803,0.00228,0.465,0.761,183.615,4
92,ARMSTRONG LOUIS,(What a) Wonderful World,"['adult standards', 'christmas', 'dixieland', 'jazz trumpet', 'new orleans jazz', 'swing', 'vocal jazz']",0.28,0.337,5,-12.089,1,0.034,0.756,0.000299,0.116,0.151,108.081,3
93,ARMSTRONG LOUIS,La Vie en rose,"['adult standards', 'christmas', 'dixieland', 'jazz trumpet', 'new orleans jazz', 'swing', 'vocal jazz']",0.565,0.118,0,-9.772,1,0.0607,0.859,0.016,0.12,0.352,70.688,4
94,ARMSTRONG LOUIS,C'est si bon,"['adult standards', 'christmas', 'dixieland', 'jazz trumpet', 'new orleans jazz', 'swing', 'vocal jazz']",0.442,0.0451,0,-20.202,1,0.0338,0.888,0.0281,0.0939,0.237,86.383,4
95,Aaron Neville,The Grand Tour,['soul'],0.62,0.547,9,-12.333,1,0.0819,0.466,1.97e-05,0.339,0.692,187.466,4
96,Aaron Neville,Tell It Like It Is,['soul'],0.436,0.274,5,-17.339,1,0.0638,0.587,0,0.174,0.79,176.281,3
97,Ace of Base,Living in Danger,"['bubblegum dance', 'dance pop', 'eurodance', 'europop', 'hip house', 'new wave pop', 'pop rock', 'swedish pop']",0.749,0.5,7,-14.167,1,0.0604,0.000929,0.116,0.0919,0.688,120.011,4
98,Ace of Base,Beautiful Life,"['bubblegum dance', 'dance pop', 'eurodance', 'europop', 'hip house', 'new wave pop', 'pop rock', 'swedish pop']",0.749,0.988,0,-5.266,0,0.0387,0.202,0.00631,0.17,0.749,135.015,4
99,Ace of Base,Don't Turn Around,"['bubblegum dance', 'dance pop', 'eurodance', 'europop', 'hip house', 'new wave pop', 'pop rock', 'swedish pop']",0.745,0.771,4,-8.231,0,0.0755,0.00104,0.387,0.0574,0.752,95.623,4
100,Ace of Base,Wheel of Fortune,"['bubblegum dance', 'dance pop', 'eurodance', 'europop', 'hip house', 'new wave pop', 'pop rock', 'swedish pop']",0.78,0.53,1,-14.523,1,0.0685,0.0221,0.0129,0.0608,0.698,91.729,4
101,Ace of Base,Happy Nation,"['bubblegum dance', 'dance pop', 'eurodance', 'europop', 'hip house', 'new wave pop', 'pop rock', 'swedish pop']",0.65,0.821,11,-8.997,1,0.0301,0.000416,0.613,0.123,0.96,119.073,4
102,Ace of Base,"Always Have, Always Will","['bubblegum dance', 'dance pop', 'eurodance', 'europop', 'hip house', 'new wave pop', 'pop rock', 'swedish pop']",0.693,0.885,10,-2.907,1,0.0358,0.0258,0,0.052,0.96,138.089,4
103,Ace of Base,Lucky Love,"['bubblegum dance', 'dance pop', 'eurodance', 'europop', 'hip house', 'new wave pop', 'pop rock', 'swedish pop']",0.769,0.662,5,-7.238,1,0.0319,0.129,0.00102,0.0814,0.863,104.104,4
104,Ace of Base,Life Is a Flower,"['bubblegum dance', 'dance pop', 'eurodance', 'europop', 'hip house', 'new wave pop', 'pop rock', 'swedish pop']",0.7,0.955,4,-6.473,0,0.0509,0.00216,0.482,0.0205,0.695,120.016,4
105,Ace of Base,The Sign,"['bubblegum dance', 'dance pop', 'eurodance', 'europop', 'hip house', 'new wave pop', 'pop rock', 'swedish pop']",0.798,0.625,11,-9.689,1,0.0548,0.00547,7.98e-05,0.103,0.858,93.764,4
106,Adamo,Affida una lacrima al vento,['chanson'],0.604,0.736,9,-8.281,1,0.158,0.0103,0,0.0798,0.736,75.004,4
107,Adamo,Mis manos en tu cintura,['chanson'],0.638,0.568,4,-8.322,1,0.0415,0.224,0,0.0934,0.816,118.936,4
108,Adamo,"Sans toi, ma mie",['chanson'],0.719,0.412,0,-8.536,1,0.0341,0.687,8.41e-06,0.243,0.857,119.255,4
109,Adamo,Non mi tenere il Broncio,['chanson'],0.701,0.627,6,-7.687,0,0.0659,0.00687,0,0.103,0.722,119.702,4
110,Adamo,Una ciocca di capelli,['chanson'],0.682,0.698,7,-9.213,1,0.0378,0.00486,0,0.0901,0.611,107.882,4
111,Adriano Celentano,Una carezza in un pugno,"['classic italian pop', 'italian pop']",0.412,0.535,2,-6.896,1,0.0288,0.343,0,0.603,0.718,90.427,4
112,Adriano Celentano,Una festa sui prati,"['classic italian pop', 'italian pop']",0.495,0.718,9,-6.41,1,0.0599,0.399,0,0.0873,0.699,131.565,4
113,Adriano Celentano,Azzurro,"['classic italian pop', 'italian pop']",0.545,0.605,10,-11.125,1,0.0346,0.678,0,0.211,0.844,119.372,4
114,Aerosmith,Cryin',"['album rock', 'classic rock', 'hard rock', 'rock']",0.183,0.589,2,-6.12,1,0.0397,0.00779,8.58e-06,0.158,0.306,110.508,3
115,Aerosmith,Janie's Got a Gun,"['album rock', 'classic rock', 'hard rock', 'rock']",0.639,0.829,5,-5.613,1,0.0292,0.0859,0.000653,0.101,0.419,115.502,4
116,Aerosmith,Blind Man,"['album rock', 'classic rock', 'hard rock', 'rock']",0.371,0.716,9,-5.38,1,0.0356,0.00143,0,0.0471,0.398,155.112,4
117,Aerosmith,Hole in My Soul,"['album rock', 'classic rock', 'hard rock', 'rock']",0.465,0.733,0,-6.703,1,0.0299,0.0167,0,0.776,0.192,75.527,4
118,Aerosmith,Amazing,"['album rock', 'classic rock', 'hard rock', 'rock']",0.308,0.747,0,-5.434,1,0.037,0.0645,8.27e-05,0.431,0.278,139.454,4
119,Aerosmith,Falling in Love (Is Hard on the Knees),"['album rock', 'classic rock', 'hard rock', 'rock']",0.525,0.876,7,-5.119,0,0.0562,0.00951,3.41e-06,0.954,0.469,116.508,4
120,Aerosmith,Kings and Queens,"['album rock', 'classic rock', 'hard rock', 'rock']",0.347,0.553,5,-10.645,0,0.0298,0.0347,0.00108,0.114,0.313,123.176,4
121,Aerosmith,Walk This Way,"['album rock', 'classic rock', 'hard rock', 'rock']",0.786,0.83,0,-3.084,1,0.0527,0.036,0,0.173,0.947,105.63,4
122,Aerosmith,Boogie Man,"['album rock', 'classic rock', 'hard rock', 'rock']",0.514,0.187,4,-13.513,1,0.0383,0.912,0.879,0.0542,0.0617,81.778,4
123,Aerosmith,Livin' on the Edge,"['album rock', 'classic rock', 'hard rock', 'rock']",0.393,0.871,2,-5.763,1,0.0516,0.0026,0.000335,0.977,0.265,85.568,4
124,Aerosmith,Seasons of Wither,"['album rock', 'classic rock', 'hard rock', 'rock']",0.23,0.653,7,-12.383,1,0.0623,0.0387,4.43e-05,0.356,0.402,200.925,4
125,Aerosmith,Dude (Looks Like A Lady),"['album rock', 'classic rock', 'hard rock', 'rock']",0.49,0.976,2,-4.588,1,0.0849,0.00093,0.0128,0.986,0.631,127.285,4
126,Aerosmith,What It Takes,"['album rock', 'classic rock', 'hard rock', 'rock']",0.389,0.834,0,-4.872,1,0.0686,0.0877,4.69e-05,0.24,0.171,142.658,4
127,Aerosmith,Eat the Rich,"['album rock', 'classic rock', 'hard rock', 'rock']",0.368,0.976,4,-6.191,0,0.191,0.0314,0.00184,0.947,0.192,124.269,4
128,Aerosmith,I Don't Want to Miss a Thing,"['album rock', 'classic rock', 'hard rock', 'rock']",0.492,0.96,9,-4.336,1,0.0708,0.00772,1.79e-06,0.105,0.273,113.787,4
129,Aerosmith,Sweet Emotion,"['album rock', 'classic rock', 'hard rock', 'rock']",0.315,0.919,9,-6.798,1,0.0853,0.000205,0.187,0.972,0.128,97.472,4
130,Aerosmith,Crazy,"['album rock', 'classic rock', 'hard rock', 'rock']",0.37,0.866,6,-3.879,0,0.0384,0.0868,0,0.137,0.427,162.086,3
131,Aerosmith,Fly Away From Here,"['album rock', 'classic rock', 'hard rock', 'rock']",0.387,0.686,4,-5.368,1,0.0363,0.142,0,0.122,0.171,142.091,4
132,Aerosmith,Dream On,"['album rock', 'classic rock', 'hard rock', 'rock']",0.412,0.528,1,-6.613,1,0.0259,0.298,5.03e-05,0.332,0.175,79.962,4
133,Air Supply,Even the Nights Are Better,"['adult standards', 'mellow gold', 'soft rock']",0.427,0.612,5,-8.469,1,0.0399,0.576,0,0.132,0.192,115.154,4
134,Air Supply,Two Less Lonely People in the World,"['adult standards', 'mellow gold', 'soft rock']",0.48,0.568,2,-7.489,1,0.0533,0.796,0,0.876,0.476,147.936,4
135,Air Supply,Making Love Out of Nothing at All,"['adult standards', 'mellow gold', 'soft rock']",0.388,0.72,7,-5.541,1,0.033,0.202,0.000288,0.283,0.554,141.283,4
136,Air Supply,All Out Of Love,"['adult standards', 'mellow gold', 'soft rock']",0.502,0.513,0,-6.473,1,0.0251,0.077,0,0.494,0.318,108.371,4
137,Al Jarreau,Roof Garden,"['adult standards', 'jazz funk', 'quiet storm', 'smooth jazz', 'vocal jazz']",0.713,0.651,8,-7.656,1,0.138,0.147,0,0.131,0.856,98.908,4
138,Al Jarreau,Mornin',"['adult standards', 'jazz funk', 'quiet storm', 'smooth jazz', 'vocal jazz']",0.58,0.464,2,-13.252,1,0.0339,0.19,3e-05,0.263,0.563,89.775,4
139,Al Jarreau,Moonlighting (Theme),"['adult standards', 'jazz funk', 'quiet storm', 'smooth jazz', 'vocal jazz']",0.666,0.828,1,-5.276,1,0.0303,0.223,1.86e-05,0.316,0.613,101.408,4
140,Al Jarreau,We're in This Love Together,"['adult standards', 'jazz funk', 'quiet storm', 'smooth jazz', 'vocal jazz']",0.597,0.323,5,-15.648,1,0.0494,0.56,2.24e-05,0.628,0.628,79.397,4
141,Al Martino,Spanish Eyes,"['adult standards', 'brill building pop', 'christmas', 'easy listening', 'lounge', 'vocal jazz']",0.514,0.49,2,-8.565,1,0.0284,0.359,4.56e-05,0.0875,0.494,109.294,4
142,Al Stewart,On The Border,"['album rock', 'art rock', 'folk', 'folk rock', 'mellow gold', 'progressive rock', 'soft rock', 'symphonic rock']",0.477,0.642,2,-12.427,1,0.0331,0.0571,2.02e-05,0.0767,0.729,98.418,4
143,Al Stewart,The Year of the Cat,"['album rock', 'art rock', 'folk', 'folk rock', 'mellow gold', 'progressive rock', 'soft rock', 'symphonic rock']",0.531,0.607,4,-9.602,0,0.0328,0.0114,0.00511,0.121,0.534,116.652,4
144,Al Stewart,Time Passages,"['album rock', 'art rock', 'folk', 'folk rock', 'mellow gold', 'progressive rock', 'soft rock', 'symphonic rock']",0.703,0.521,3,-10.45,1,0.0294,0.414,0.00145,0.0867,0.598,111.735,4
145,Alain Barriere,Emporte-moi,"['chanson', 'chanson quebecois', 'ye ye']",0.426,0.878,9,-4.932,0,0.0431,0.147,4.06e-06,0.332,0.505,84.025,4
146,Alain Barriere,Elle etait si jolie,"['chanson', 'chanson quebecois', 'ye ye']",0.495,0.326,8,-11.332,1,0.037,0.863,0.0134,0.232,0.448,113.486,4
147,Alain Barriere,Ma vie,"['chanson', 'chanson quebecois', 'ye ye']",0.196,0.403,0,-10.235,1,0.0305,0.611,0.000439,0.0994,0.284,170.086,3
148,Alain Barriere,Tu t'en vas,"['chanson', 'chanson quebecois', 'ye ye']",0.394,0.487,7,-7.147,1,0.0326,0.735,9.49e-06,0.734,0.541,108.027,4
149,Alain Souchon,Bidon,"['cabaret', 'chanson', 'french indie pop', 'french pop', 'french rock']",0.646,0.888,9,-4.786,1,0.0362,0.0808,7.84e-05,0.724,0.662,94.326,4
150,Alain Souchon,C'est comme vous voulez,"['cabaret', 'chanson', 'french indie pop', 'french pop', 'french rock']",0.58,0.0386,0,-20.844,0,0.1,0.87,0,0.105,0.602,108.84,4
151,Alain Souchon,L'amour en fuite,"['cabaret', 'chanson', 'french indie pop', 'french pop', 'french rock']",0.511,0.537,2,-8.212,1,0.118,0.729,0.000955,0.108,0.502,169.396,4
